# RA Dec Distance Mag Spectrum
1.54413193 -48.61108004 225.225225225225  8.42 F3/F5V      
1.54534052 63.59380573 581.395348837209  7.18 G0Ib        
1.54536516 61.86136829 236.96682464455  8.87 B7V         
1.54546408 -22.41415491 269.541778975741  8.66 A3II/III(m) 
1.54554516 -44.73901366 234.741784037559  8.33 K4III       
1.54568844 03.03241518 854.700854700855  7.95 G5          
1.54612579 13.16138576 312.5  8.00 K0          
1.54658664 35.84280230 148.588410104012  6.60 K0          
1.547357 38.12148002 105.15247108307  8.12 F5          
1.54738982 19.88797687 740.740740740741  8.97 K0          
1.5477463 -21.08807720 277.777777777778  8.61 M3III       
1.54799041 04.77449845 69.9300699300699  8.69 G0          
1.54810066 -52.61580756 58.8928150765607  8.94 G5V         
1.54830909 -17.61168944 564.971751412429  8.91 K3III       
1.54890337 -36.86518161 81.3669650122051  5.49 K1/K2III    
1.54936804 33.85281693 109.051254089422  7.64 F5          
1.54968974 00.12690074 800  7.92 K0          
1.55026033 05.38223908 342.465753424658  8.89 G5          
1.55054285 53.03372375 51.0725229826353  8.41 G5          
1.55097542 -09.01467905 124.069478908189  6.60 A0III       
1.55140872 -50.12010712 344.827586206897  8.03 K1IIICN...  
1.55177278 -63.86841324 286.532951289398  8.65 K0III/IV    
1.55221483 27.94114490 1010.10101010101  8.68 G5          
1.55245207 22.31876013 854.700854700855  8.96 M1          
1.55254925 -24.91381749 34.8553502962705 10.00 K2          
1.55322436 19.49223250 298.507462686567  8.68 K5          
1.55358914 -79.92661098 271.0027100271  7.21 A1IV/V      
1.5538908 60.68643905 409.83606557377  7.23 B5Ib        
1.55430546 43.89588355 165.016501650165  8.63 A0p         
1.554343 -24.17757411 19.5045835771406  6.97 K0V         
1.55440051 -25.66712041 177.304964539007  8.34 G8III       
1.554485 -47.30657686 55.8035714285714  8.19 G0/G1V      
1.55464366 -37.31524506 86.2812769628991  8.28 F5V         
1.55476879 -38.24492313 57.2409845449342  8.19 G1V         
1.55478617 -44.15204975 186.915887850467  8.61 K1III       
1.55507416 08.20881472 179.21146953405  6.31 K0          
1.55528532 23.97550045 33.1895121141719  7.63 G0          
1.55557145 29.26528053 52.8541226215645  8.35 G5V         
1.55591084 55.81770036 1075.2688172043  7.13 K0          
1.55651256 71.55456442 100.908173562059  8.53 F8          
1.55667367 74.62848314 1030.92783505155  8.83 A0          
1.55714106 58.32734523 598.802395209581  5.69 K0Ib...    
1.55727208 42.32766865 383.141762452107  8.57 G5III       
1.55731871 54.94486941 14285.7142857143  6.92 K3Ib        
1.55736836 -43.90141420 35.4233085370174  7.83 K0/K1V      
1.55797946 23.59051312 181.159420289855  7.37 G8II-III    
1.55847161 -70.86778623 91.2408759124088  7.83 F2V         
1.55909194 06.56664823 392.156862745098  8.35 G5          
1.55921763 62.52663262 166.389351081531  7.07 K0III       
1.55940665 40.90155386 72.992700729927  7.43 A5          
1.56005791 16.13044281 201.207243460765  8.77 A2          
1.56011755 40.99508156 384.615384615385  8.37 K0          
1.56012875 -01.86554789 149.03129657228  8.63 G5          
1.56029997 30.38926015 247.524752475248  8.10 A3          
1.5609061 -78.50448590 135.135135135135  6.11 G3IV        
1.5617517 -50.40177174 240.384615384615  7.85 K0III       
1.56178009 -12.21287570 68.6341798215511  8.51 G3V         
1.56187029 -07.02514279 29.6647878967665  5.75 G2IV        
1.56207097 10.90437833 52.6592943654555  7.97 F8          
1.56250811 56.81029520 106.044538706257  8.17 F8          
1.56262372 60.62310179 120.481927710843  8.17 F0V         
1.56262722 03.77215239 224.719101123595  8.26 F0          
1.56309582 17.68528819 198.019801980198  7.71 K0          
1.56347666 89.01571833 98.5221674876847  6.46 A3V         
1.56442741 -21.03414393 71.0227272727273  8.02 G0V         
1.56445608 37.33495961 266.666666666667  8.76 K2          
1.56456109 -44.34826652 336.700336700337  8.61 K1III       
1.56480778 27.23627661 46.2320850670365 11.03 K5          
1.56486158 18.78018025 185.873605947955  8.74 K0          
1.56508985 35.60821238 490.196078431373  6.93 M4III       
1.56534089 -55.52314222 44.7227191413238  9.88 K5V         
1.5654746 62.14979421 225.225225225225  7.90 A2V         
1.56549044 08.99362761 193.050193050193  8.15 F5          
1.56553499 59.23209665 62.65664160401  4.68 K0III       
1.56555162 02.56538999 256.410256410256  8.85 A3          
1.56636602 -10.42386319 48.2392667631452  9.98  
1.56660874 -58.33432090 203.665987780041  8.27 K2IIICN...  
1.56662509 -62.47621309 77.5795190069822  6.91 A9V         
1.56684864 45.97658677 273.224043715847  8.59 B9V         
1.56759999 -59.31246225 265.25198938992  8.35 G6III       
1.56775332 04.12880910 84.8896434634975  8.15 F5          
1.56817208 -28.78355177 273.224043715847  7.04 K4III       
1.56877674 02.44658838 101.729399796541  8.90 G0          
1.56890773 44.09398251 298.507462686567  8.45 A1Vvar      
1.56979376 -29.95618654 487.804878048781  8.76 M0/M1III:   
1.56986315 36.19016162 276.243093922652  7.97 A2...       
1.5701128 21.17701284 107.874865156419  8.81 F5          
1.57034714 68.68247030 276.243093922652  7.86 K0          
1.5712082 -06.27252304 179.533213644524  8.38 G5          
1.571277 37.23719753 120.192307692308  5.90 B9IV        
1.57176454 -27.36315918 187.617260787993  7.89 A5V         
1.57206015 -08.45759045 119.189511323004  8.08 F5          
1.57216716 39.63956053 220.75055187638  8.73 K2          
1.57237901 -45.69137430 127.877237851662  6.92 G8IV        
1.57265526 10.91836311 215.05376344086  8.90 F8          
1.57317268 -28.23663362 361.01083032491  6.87 M0III       
1.57328999 38.84572291 132.450331125828  8.28 A3          
1.57353449 65.96378751 40.8496732026144 10.73 M0          
1.57441485 49.56411420 258.397932816537  7.97 A2          
1.57519765 78.06271016 34.8432055749129 10.64 M0          
1.57607752 68.94785738 20.9863588667366  6.52 G6V         
1.57612668 -28.63896448 260.416666666667  8.34 K0III       
1.5763733 00.23269304 322.58064516129  7.87 K0          
1.57667021 -75.69674839 120.627261761158  8.60 F5V         
1.5766984 -74.67429015 366.300366300366  8.99 K0III       
1.57701072 35.11176144 187.617260787993  7.22 K0          
1.57714483 -15.67635270 61.2745098039216  5.62 A1V         
1.57774012 82.84854834 31.2695434646654  9.04 K2          
1.57877536 -35.34607270 97.7517106549365  8.19 K1III       
1.57946874 69.90051839 341.296928327645  8.57 K0...      
1.57948476 06.58640513 221.729490022173  8.05 A5          
1.57953519 -49.80478410 518.134715025907  8.21 M0/M1III    
1.57961979 -02.03359617 164.203612479475  7.47 G5          
1.58019029 29.23901955 540.540540540541  8.09 K0          
1.58020642 00.94542483 36.6837857666911  6.90 F8V         
1.58027839 20.17283590 137.362637362637  6.65 K0          
1.58029093 18.46067238 183.150183150183  5.90 M2III       
1.58031654 -65.29893831 213.675213675214  7.94 G8III       
1.58078678 -31.89221429 112.739571589628  6.11 K0/K1III    
1.58091969 -03.52380859 251.256281407035  6.44 K0          
1.58098745 -23.69971287 303.951367781155  6.41 K2III       
1.58100358 12.55866655 83.3333333333333  7.28 A3V         
1.58126941 08.27487179 197.628458498024  6.96 K0          
1.58129107 12.55961809 95.7854406130268  8.58 F5V         
1.58191596 14.38526082 352.112676056338  8.07 G5          
1.58281102 33.11818983 47.8240076518412  6.74 G0          
1.58359898 -29.91056753 23.6462520690471  7.11 K3V         
1.58372599 -12.08513487 103.51966873706  8.63 G2V         
1.58385728 29.10078586 265.25198938992  7.84 K2II        
1.58388941 00.01942093 206.611570247934  8.06 G5          
1.58438759 73.48185648 349.65034965035  8.24 G5          
1.58452446 -29.87567790 146.627565982405  8.78 F8V         
1.58504268 -31.39747653 341.296928327645  8.24 K0III       
1.58509558 -02.33533710 144.300144300144  7.44 A0          
1.58538601 -67.13623043 131.406044678055  8.21 A8III/IV    
1.58573361 -23.44763788 161.290322580645  8.51 F5V         
1.58591838 -18.49212662 189.035916824197  8.82 K1IV        
1.58741932 -58.13939438 40.453074433657  6.03 F2V         
1.58839378 44.97135971 156.25  8.87 F8          
1.58843622 23.05761782 289.017341040462  8.87 K2          
1.58848495 -07.57919730 120.336943441637  8.69 F5          
1.58860286 10.27850061 28.2805429864253 12.23 K7V:        
1.58874629 20.99484700 248.138957816377  8.99 A3          
1.58913462 -21.20091563 34.9283967865875  8.77 K0V         
1.59003985 53.34557619 257.06940874036  6.86 B8          
1.59008168 63.08197758 120.918984280532  6.73 K1V         
1.59053188 56.04374328 217.391304347826  7.02 B9          
1.59054477 30.77517800 389.105058365759  8.11 K5          
1.59055068 77.60322956 216.919739696312  8.64 F8          
1.59060125 -13.38112035 36.5497076023392  7.17 G0V         
1.59072077 26.68440112 149.700598802395  7.89 F8          
1.59259881 72.44202117 224.215246636771  6.83 G5          
1.5926003 10.56175465 280.112044817927  8.07 K0          
1.59260644 46.89279580 184.50184501845  8.94 Am...       
1.59293995 05.01123239 628.930817610063  8.74 K0          
1.59345488 61.47649773 319.488817891374  8.57 K0III       
1.59358484 52.16384412 250.62656641604  7.40 K2          
1.59376665 42.03933665 41.9111483654652 10.97  
1.59396273 28.26959851 169.491525423729  6.89 K1III       
1.59415012 -39.83839056 353.356890459364  7.99 M1III       
1.59450551 -50.26180113 48.8519785051295 10.47  
1.59465086 -65.29353386 48.8758553274682  8.83 G6V         
1.594697 -05.07746687 57.7034045008656  7.79 F5          
1.59484064 31.74796123 187.96992481203  8.93 F5          
1.59495063 -55.23844148 48.030739673391  7.85 F8/G0V      
1.59530798 -53.19995737 133.333333333333  7.82 K0III       
1.59558594 -17.30324959 3030.30303030303  8.30 K0III       
1.59565128 -60.96658281 247.524752475248  7.83 A4V         
1.59580584 -72.73945994 371.747211895911  8.90 K0III       
1.59600824 19.67047433 102.564102564103  8.43 F8          
1.59623346 14.66144102 704.225352112676  6.23 B9.5III     
1.59735368 33.83565416 134.589502018843  6.53 K0          
1.59736377 -43.00170144 186.915887850467  8.39 G8IV        
1.59738881 -39.94700724 37.6789751318764  6.43 F3/F5V      
1.59790662 41.07641867 118.906064209275  6.39 K1III       
1.59802849 -17.53197680 42.9184549356223  7.15 G6IV        
1.59851811 17.43378965 59.7014925373134  5.95 F0IV        
1.59882495 01.27501927 108.108108108108  8.27 F5          
1.59970245 -36.45365558 348.432055749129  7.60 M2III       
1.59971033 -15.40021584 168.350168350168  5.41 K1III       
1.60079437 07.64525355 75.0187546886722  6.78 F8          
1.60085242 47.11449716 294.117647058824  7.07 B9          
1.60143924 60.21280896 421.940928270042  7.89 K5III       
1.60225383 -20.51782663 253.807106598985  8.30 K0III       
1.60233177 36.53768952 139.275766016713  7.95 A5          
1.60234141 -29.90743360 61.9962802231866  5.69 F2V         
1.60277095 37.60749276 561.797752808989  7.85 K2          
1.60281339 -29.39235687 47.1253534401508  8.83 K1V         
1.60327156 70.27085886 214.592274678112  7.80 G5          
1.60386342 -58.92802141 210.970464135021  8.32 F0III       
1.60451654 59.45937565 115.340253748558  7.73 F5III       
1.60470593 04.31432409 266.666666666667  7.85 K0          
1.60481435 -59.68436965 103.950103950104  8.28 F3V         
1.60562363 -16.01660797 83.6120401337793  8.61 G3V         
1.6056824 -33.38304559 299.40119760479  8.43 G5III       
1.60595289 27.23331948 199.600798403194  8.24 A3          
1.60632181 47.32588920 277.777777777778  7.38 G5          
1.60642679 -41.30795259 281.69014084507  8.87 F7V         
1.60647362 -12.73288172 191.204588910134  8.65 K1III       
1.60652856 67.61505930 242.130750605327  7.14 A0          
1.60684874 24.21684907 505.050505050505  8.75 K0          
1.60715705 35.13402727 414.9377593361  8.37 G5          
1.60730476 03.78580950 277.008310249307  8.64 Am          
1.60731154 79.15479562 320.51282051282  8.77 A0          
1.60755951 48.72282149 128.700128700129  6.20 K1III:      
1.60778996 54.69615029 337.837837837838  7.36 A0          
1.60937905 -76.37198231 5263.15789473684  8.32 M3III       
1.61053898 61.27673905 431.034482758621  8.79 B8V         
1.6106531 51.74863168 317.460317460317  8.04 A5          
1.61085012 48.07297809 383.141762452107  8.10 K0          
1.610933 21.56310778 32.520325203252  9.23  
1.61132723 35.61622147 418.410041841004  8.21 F8          
1.61146204 06.71807958 207.900207900208  7.03 K0          
1.61151858 -44.80550292 440.528634361233  8.56 K1/K2III    
1.61158153 -39.19293142 442.477876106195  8.97 K2III       
1.61208981 07.83150675 277.777777777778  6.39 M0          
1.61243611 -58.27096790 246.913580246914  6.18 M3III       
1.61266746 -40.14877440 164.203612479475  8.41 F2V         
1.61268534 -22.44205615 221.238938053097  8.26 K1III       
1.61298342 48.31546838 141.242937853107  7.42 F0          
1.61306067 63.41448821 680.272108843537  7.60 B8III       
1.61332694 41.40638491 13.4680134680135  4.10 F8V         
1.61342561 -48.80397896 155.763239875389  6.85 G8III       
1.61346863 59.62606381 147.492625368732  7.17 F0III       
1.613469 32.85359823 248.138957816377  7.69 K0          
1.61356607 -32.29714386 220.264317180617  7.15 K2III       
1.61363509 -07.45107433 111.856823266219  8.42 F5          
1.61365237 -14.38530588 500  8.68 A1V         
1.6139015 22.44159526 10000000  8.28 M...        
1.61403513 61.81611439 781.25  8.19 A0Iab       
1.61411696 33.66008184 186.915887850467  8.55 A2          
1.6142634 57.03699153 990.09900990099  8.37 K7          
1.61494349 -00.53060864 162.866449511401  8.96 G0          
1.61596884 51.26051913 10000000  8.77 K2          
1.61698251 -00.77805377 699.300699300699  8.61 K5          
1.61725553 05.63097605 96.0614793467819  8.19 F8          
1.6183226 12.14151058 33.8066260987153  5.54 F0V         
1.61838571 49.07589781 178.25311942959  7.58 F2          
1.61875211 -48.29083339 79.1139240506329  7.92 F6V         
1.6188615 51.33120620 549.450549450549  8.98 A0          
1.61901002 -29.39309256 33.6473755047106  8.14 K1V         
1.619312 48.71187032 205.338809034908  8.79 A0          
1.61935297 -25.01522579 165.562913907285  8.25 F3V         
1.61959451 -61.93528349 131.406044678055  8.72 G3IV/V      
1.62035207 -04.14285958 342.465753424658  7.79 K0          
1.62049344 -19.37170973 357.142857142857  8.17 K0III       
1.62115665 -00.35013083 88.4173297966401  7.08 G0          
1.62135873 46.45960188 132.275132275132  7.81 F5V         
1.62141891 46.94873887 284.900284900285  7.86 A3III       
1.62183369 -40.17732995 156.25  8.14 Am          
1.62232699 -49.19594129 21.8388294387421 10.39 M:          
1.62246234 -12.73844504 497.512437810945  7.96 K5III       
1.6228287 74.30096200 293.255131964809  6.58 B9V         
1.62301926 58.63741134 1851.85185185185  7.25 B8          
1.62317168 -82.28174482 124.53300124533  7.15 G5III:...  
1.62347668 09.59407971 418.410041841004  8.44 K2          
1.62362683 55.07080294 333.333333333333  7.47 K0          
1.62367512 25.16827394 42.0168067226891  6.99 K0IV        
1.62389846 -15.99773999 122.850122850123  7.99 G8IV        
1.62393809 58.63907089 10000000  8.97 K7          
1.62413145 -12.44093344 171.821305841924  8.41 K0          
1.62438329 -84.76965017 111.856823266219  5.66 K0III       
1.62521141 36.70688367 170.068027210884  8.29 A5          
1.62556826 38.51617642 226.244343891403  8.30 G5          
1.62563288 -47.11182627 239.808153477218  8.27 F0III       
1.62570695 -38.13490573 280.898876404494  7.27 K4III       
1.62649046 -06.76018613 23.6127508854782  7.66 G5          
1.62671139 54.11254549 632.911392405063  8.69 A2          
1.62709923 -09.40405165 38.2409177820268  6.24 F7V         
1.62728888 -75.42955811 555.555555555556  8.37 K2III       
1.62741139 22.55713587 265.25198938992  7.80 F6V...      
1.62800199 12.07836601 25.7334019557386  6.77 G5V         
1.62854213 -57.23666007 44.0917107583774  0.45 B3Vp        
1.62898966 48.41273309 64.3915003219575  6.77 F5          
1.628998 67.59030587 174.825174825175  8.38 K5          
1.62940717 -47.17818463 291.545189504373  7.58 G8III       
1.62946798 84.48124685 1851.85185185185  8.56 M0          
1.62977779 64.73935565 909.090909090909  6.49 A6Iab       
1.63070793 38.02230271 107.296137339056  8.15 G0          
1.63087997 -01.30425839 343.642611683849  8.89 K5          
1.63112596 -03.44065222 274.725274725275  6.43 K5          
1.63123359 62.79689691 10000000  8.72 M2          
1.63155387 -60.51154249 39.3855848759354  7.33 G1V         
1.63192759 25.90403730 469.483568075117  8.55 G8III       
1.6319389 -82.97528876 27.1296798697775  5.88 G2V         
1.63200329 -51.83130131 373.134328358209  8.52 K0III       
1.63225829 21.26111848 205.338809034908  7.96 A0          
1.63250135 09.76358447 170.068027210884  7.59 F5          
1.63254233 59.29901849 220.264317180617  7.99 A2          
1.63307388 -27.22244118 333.333333333333  8.68 G8III/IV    
1.6331951 48.62848641 53.3049040511727  3.59 K3III       
1.63397331 21.88642577 149.253731343284  7.86 F5          
1.634356 -46.08385787 176.678445229682  6.97 K2IIICN...  
1.63459085 -10.33991588 246.913580246914  7.76 K2          
1.63463073 30.78982774 80.2568218298555  8.18 F8          
1.63464111 41.17916581 362.31884057971  8.46 K5V         
1.634651 69.44377672 77.5193798449612  8.41 G5          
1.6347246 -66.55643819 862.068965517241  7.65 K4III       
1.63505252 65.53514416 200.803212851406  7.58 K0          
1.63543436 57.97764488 349.65034965035  5.55 G5II        
1.63639295 35.33919072 281.69014084507  7.62 K2          
1.63658542 -67.57016872 215.982721382289  8.16 G6III       
1.63664088 -06.91675893 645.161290322581  8.61 G5          
1.6368461 62.35178209 190.114068441065  6.72 B7V         
1.63722871 17.82981045 48.8997555012225  9.40 G5          
1.63781564 -47.93487501 90.2527075812274  7.28 F0IV        
1.63821714 72.58277209 294.985250737463  8.11 G5          
1.63884423 39.35490556 769.230769230769  8.60 A0          
1.6388629 02.58607253 462.962962962963  6.94 K0          
1.63913929 49.98047054 276.243093922652  8.64 K2          
1.63994627 29.56741916 38.0228136882129  8.65 K0IV-V      
1.6401889 -83.24769755 212.314225053079  7.32 G8/K0III    
1.64044889 -15.87191301 205.761316872428  7.43 K1IIICN...  
1.64063467 60.56296759 523.560209424084  8.69 B2III       
1.64077815 -15.46240628 155.763239875389  8.16 F3V         
1.64097059 -36.52795330 99.009900990099  5.94 K0III       
1.64098937 13.92832550 137.551581843191  8.08 A3          
1.64112766 28.84553141 751.87969924812  8.39 K2          
1.64156644 00.65118329 18.8857412653447 11.60 K:          
1.64188203 -42.92785484 83.9630562552477  6.67 F0V         
1.64192808 73.04007203 136.986301369863  5.28 G8II-IIIvar 
1.64217711 45.39970504 139.470013947001  6.38 B9pe...     
1.64268128 44.59018534 34.8553502962705 10.74 K8V:        
1.64326591 -65.60643591 202.839756592292  7.11 K1/K2III    
1.64350308 -08.50946332 10000000  8.65 K0          
1.64368022 21.39823153 285.714285714286  6.66 K2          
1.64381237 52.43469706 180.505415162455  8.50 K5          
1.64396893 -32.16930201 188.323917137476  7.46 G8III...   
1.64410305 44.14443503 95.1474785918173  7.97 A9II        
1.64419849 40.28184461 95.6937799043062  8.41 F0          
1.64458918 52.60639511 588.235294117647  8.93 A2          
1.64517646 -44.59432958 128.53470437018  8.12 F6V         
1.6452325 46.34645938 606.060606060606  7.47 K1II        
1.6457872 -05.73525633 52.7704485488127  7.35 F5          
1.64628285 63.71664650 49.0196078431373  8.71 K0V         
1.64631537 38.65195475 324.675324675325  7.72 G5          
1.64668562 40.76078942 124.223602484472  8.47 F0V         
1.64682147 -53.43878433 116.279069767442  7.11 F5IV/V      
1.64713298 -53.43950586 104.602510460251  8.64  
1.64722019 -25.02221382 177.304964539007  6.69 B9V         
1.64735479 64.51941299 299.40119760479  8.57 B5          
1.64769661 -21.27547447 70.3729767769177  5.58 F0V         
1.64772389 31.64949691 429.184549356223  7.49 K0          
1.64890688 -58.58024581 257.731958762887  8.41 F5V         
1.64894375 17.22673362 253.807106598985  8.61 F5          
1.64906178 21.91860626 137.362637362637  7.89 A0          
1.64907174 76.72363744 234.192037470726  8.20 A3          
1.6493542 -27.25222274 38.7296669248644  9.37 K0V         
1.64954656 -45.77484723 169.491525423729  8.11 G8III/IV    
1.65004234 -10.49857824 97.9431929480901  7.93 F0          
1.65053968 -33.46788316 125.470514429109  8.94 G5VCN...    
1.65199158 61.07909352 636.942675159236  6.88 F5Iab       
1.65209118 -56.42929868 49.0918016691213  7.08 F5V         
1.65214878 36.54339295 185.528756957328  7.23 A0          
1.65225491 -48.77557641 161.550888529887  7.29 A2V         
1.65232503 -47.41414016 591.715976331361  8.47 K0III       
1.65246876 -23.12790622 187.265917602996  8.97 G0V         
1.65302711 44.03015883 52.3012552301255  8.92 G8V         
1.65321725 12.44035413 114.155251141553  8.24 F0          
1.65396635 27.75655114 200  7.15 K3III       
1.65422586 16.62553931 270.27027027027  6.74 G5          
1.65427435 14.28562593 136.054421768707  6.74 K0          
1.65459603 -29.02246900 119.904076738609  7.43 F0III       
1.65463613 -18.80055492 4761.90476190476  8.79 K1III       
1.65482999 54.60050279 219.298245614035  7.39 A0          
1.6555392 -12.04223864 303.951367781155  8.74 G8III       
1.65572734 -76.02079608 210.084033613445  8.09 A8m         
1.65583862 44.38612827 74.2942050520059  5.01 G8III...    
1.65586008 -17.79347893 131.578947368421  7.63 F0IV/V      
1.65590017 60.40842960 2040.81632653061  8.52 B0.5III     
1.65598212 -33.56477443 145.772594752187  6.55 K2III       
1.6568497 45.82841085 334.448160535117  8.62 K0          
1.65697688 00.61208790 106.382978723404  7.66 A3          
1.65718992 -10.80560936 117.647058823529  8.82 G5          
1.65811472 38.84106173 103.412616339193  8.61 G0          
1.65851552 52.26680555 292.397660818713  8.01 B9          
1.65946608 03.55086647 218.818380743982  8.70 G0          
1.65990069 28.11067481 34.0020401224073  7.74 G8V         
1.65995449 45.87832743 21.3995292103574  6.60 G5IV        
1.66072674 -02.51711562 85.397096498719  8.37 F8...       
1.66106743 -37.47270526 502.51256281407  7.72 M2/M3       
1.66132442 16.40588595 139.275766016713  5.98 K2III       
1.66145117 30.08365537 87.1080139372822  8.19 F5          
1.66152623 -37.47337966 265.957446808511  7.24 K2III       
1.66159827 -46.50973508 40.1284109149278  9.87 M0          
1.66173848 65.16003065 44.2869796279894  8.53 G5          
1.6617525 55.78423713 1886.79245283019  7.40 B8Iab       
1.66220912 03.45548852 93.8086303939963  8.15 G0          
1.66261589 73.70925656 27.2331154684096  9.81  
1.66277596 -17.55030995 179.21146953405  7.38 K0III       
1.66308435 -64.57128601 136.798905608755  8.55 F2/F3V      
1.66312306 -56.19644067 8.14663951120163  5.76 K0V         
1.66359035 -55.14933883 358.4229390681  7.47 K3III       
1.66435116 60.90229503 11111.1111111111  7.97 M2III       
1.66482286 -74.98365096 116.414435389988  8.09 F6IV/V      
1.66494388 -22.91333382 714.285714285714  7.25 M2III       
1.66508735 -68.25801993 515.463917525773  8.21 K3III       
1.66512753 -09.97245897 47.2589792060491  7.85 F8          
1.66524803 15.25668289 10000000  8.51 M0          
1.66532395 55.63780853 380.228136882129  8.33 A0          
1.66549057 30.52959956 72.3589001447178  8.83 G0          
1.66555142 15.25944524 16.3132137030995  8.68 K0          
1.66614228 41.66674096 173.913043478261  6.84 G5          
1.66694319 26.48305430 11111.1111111111  8.99 K0          
1.66714774 -07.44883711 104.931794333683  8.84 F5          
1.66763746 38.96960427 114.155251141553  7.64 F5          
1.66773676 06.38612653 158.227848101266  8.93 G5          
1.66788231 40.68382175 139.86013986014  6.67 G5          
1.66799941 -13.91083122 39.5569620253165 11.90  
1.66844191 -48.76118922 357.142857142857  7.05 M2/M3III    
1.66861377 -00.24228931 114.41647597254  7.27 F5          
1.67016789 54.44567427 490.196078431373  7.44 B8          
1.67031029 53.86828894 189.035916824197  6.35 K5III       
1.67097366 -16.98881122 188.679245283019  8.40 K0III       
1.6712947 -09.24280267 271.0027100271  8.04 K0          
1.67130864 54.84688133 147.058823529412  8.10 F4IV        
1.67136519 -34.47651043 248.756218905473  7.90 K1III       
1.67142964 39.58778465 184.162062615101  7.18 K0          
1.6716311 01.85604841 33.4336342360415 10.18 K8          
1.67188926 75.55320560 263.157894736842  8.71 F0          
1.67283674 -31.51802661 325.732899022801  8.68 K0III       
1.67286759 -10.44436411 49.9750124937531  9.13 G5          
1.67301677 -47.91267020 247.524752475248  8.91 G8IIICN...  
1.67305868 50.91783740 335.570469798658  8.89 A2          
1.67318481 -04.46242693 129.533678756477  8.80 F2          
1.67320938 07.08666237 153.139356814701  8.19 K0          
1.67332683 -67.23219270 129.366106080207  8.51 F7V         
1.67333118 -60.99903796 66.577896138482  7.62 F2IV/V      
1.67348726 -45.03566292 370.37037037037  8.62 F3V         
1.67388396 34.33902831 69.3962526023595  8.09 G0          
1.67389522 -38.79039843 413.223140495868  8.96 K3III       
1.67415568 -01.60162886 313.479623824451  8.65 F0          
1.67513348 64.14811016 613.496932515337  8.96 A0          
1.67526918 59.05286960 317.460317460317  6.97 B9          
1.67546237 81.42982274 299.40119760479  7.14 A0          
1.67551065 -69.98695754 85.7632933104631  8.51 G0/G1V      
1.67568159 -58.64748775 336.700336700337  8.67 K1III       
1.67618589 -30.72760404 41.49377593361 11.60 M:          
1.67633449 40.57710624 208.768267223382  4.96 B8III       
1.67635732 08.76076486 55.5864369093941  6.34 F2          
1.67643121 54.94203001 421.940928270042  7.56 A0          
1.6765528 -16.29249439 62.111801242236  8.09 G2/G3V      
1.67676373 -36.48323827 35.3481795687522  7.92 G5V         
1.67678479 -31.71596357 73.2064421669107  8.57 G0V         
1.67765566 43.29776385 82.3045267489712  5.63 A9IV:       
1.67835745 51.01038225 442.477876106195  8.67 K5          
1.67888119 -49.23205869 29.7353553374963 10.16 K5          
1.67890646 15.61951818 41.3564929693962  8.92 K2          
1.67954348 -02.62177612 384.615384615385  6.74 G5          
1.67971449 02.70496596 193.050193050193  8.39 A5          
1.68018144 -14.89206286 374.531835205993  7.87 K4III       
1.68032648 -12.98379726 128.369704749679  8.57 G8/K0V      
1.68048217 45.01908157 144.717800289436  8.13 K0III       
1.6807159 19.37158099 182.149362477231  7.56 A5          
1.68092899 00.41034521 57.9710144927536  8.94 F8          
1.68111847 01.62828629 152.671755725191  8.37 F8          
1.68114828 -06.16262014 236.406619385343  8.26 G5          
1.68132208 64.17308668 10000000  8.26 O9.5Ib      
1.68140023 77.96901023 283.28611898017  6.73 B9          
1.68175067 11.28709690 79.7448165869219  8.71 G5          
1.68234635 49.28112622 806.451612903226  8.01 G5          
1.68300311 -05.40354860 51.6262261228704  8.48 G0          
1.68316576 -76.24292264 157.48031496063  7.81 F5V         
1.68345777 38.26589429 224.215246636771  8.03 G5          
1.68351051 49.10395458 72.8332119446468  7.40 F8          
1.68403276 76.84413348 310.55900621118  8.76 A5          
1.68435893 -43.63559301 42.1940928270042 11.64  
1.68456585 13.77363695 118.063754427391  7.59 K0          
1.68520542 03.71363494 42.1407501053519  8.09 G0          
1.68533409 23.02531752 246.913580246914  7.45 G8III-IV    
1.68582437 -09.96849317 139.470013947001  8.27 K0          
1.68599679 07.58859005 74.9625187406297  8.71 G5          
1.68610474 -21.71976931 180.505415162455  8.41 F0V         
1.68648315 28.48192507 558.659217877095  8.19 K1III       
1.68670235 -33.39824155 363.636363636364  7.20 K0III       
1.68693706 16.51438470 369.0036900369  8.55 A5          
1.68717855 58.34529337 10000000  8.83 K0          
1.68727789 -67.67585758 71.3775874375446  8.33 sdG0        
1.68812887 00.74263011 151.057401812689  8.73 F2          
1.68829876 -75.66367901 495.049504950495  8.16 B3V         
1.68841622 25.74581125 55.9910414333707  6.20 F2III       
1.68924585 -79.14825374 121.065375302663  6.33 G6/G8III    
1.68950438 -00.50654845 236.96682464455  7.83 G5          
1.69007541 -22.13633825 429.184549356223  8.71 G8III       
1.69034786 09.07296027 310.55900621118  7.31 K2          
1.69052987 05.48760445 112.866817155756  4.45 K3III       
1.6908926 -31.80819044 68.1198910081744  8.67 G5V         
1.6909123 -38.13296410 41.8935902806871  6.20 F3/F5IV/V   
1.69104087 66.48870683 148.367952522255  8.32 A3          
1.69131492 -61.99496268 163.398692810458  8.83 F3V         
1.69136308 24.18356193 118.764845605701  8.88 F3Vws       
1.69148211 72.24762736 781.25  8.89 A0          
